depth	min	max	median	mean
0.5	-48	-24	-41	-39
4.5	-41	165	17	30
10.5	19	262	113	138
12.5	55	334	174	192
15.5	103	504	271	275
21	229	682	450	450
25	339	808	585	578
29	563	899	706	716
33	694	1163	887	900
35	724	1394	978	999
37	814	1458	1084	1098
41	956	1653	1293	1296
45	1106	1814	1511	1498
47	1318	1853	1601	1596
49	1460	1918	1696	1694
53	1672	2131	1903	1904
55	1722	2349	2000	2011
59	1862	2492	2254	2219
