labID,	age,	error,	depth,	cc
Core top,	-48,	1,	0,	0
unassigned,	135,	1,	11,	1
unassigned,	770,	60,	29,	1
unassigned,	1890,	60,	51,	1
unassigned,	2470,	70,	61,	1
