labid,age,error,depth,cc
Core top,-45,1,197,0
Beta-88937,6590,60,312.5,1
NSRL-3410,8770,70,605.5,1
Beta-88938,10990,60,685.5,1
NSRL-3023,11560,60,804.5,1
NSRL-3022,3830,60,1000.5,1
