labid,age,error,depth,cc
Core top,-44,1,0,0
MAG1402,3575,90,50,1
MAG1401,4320,20,80,1
MAG1394,5205,70,110,1
MAG1393,5290,40,160,1
MAG1392,5560,50,190,1
MAG1391,9735,290,220,1
BETA47006,10750,120,230,1
