depth	min	max	median	mean
0	-35	-29	-32	-32
10	3	870	282	326
20	158	1393	633	675
30	282	1695	1022	1014
40	797	1831	1389	1370
50	1505	2074	1784	1782
60	1833	2886	2213	2252
70	2097	3499	2766	2770
80	2478	4089	3260	3269
90	2770	4445	3805	3749
100	3848	4647	4250	4246
110	4206	5126	4658	4662
120	4342	5907	4950	4995
130	4584	6205	5300	5324
140	4818	6589	5632	5649
150	5007	6931	5974	5971
160	5349	7140	6326	6307
170	5745	7392	6677	6648
180	6073	7614	7054	6993
190	6826	7722	7361	7336
200	7371	7900	7650	7648
210	7591	8376	7909	7930
220	7725	8663	8130	8147
230	7871	8989	8344	8365
240	7982	9275	8569	8584
250	8178	9447	8794	8798
260	8380	9641	9016	9012
270	8543	9842	9239	9225
280	8820	9952	9457	9440
290	9154	10104	9667	9659
300	9479	10295	9889	9881
310	9756	10748	10218	10223
320	10026	11214	10573	10586
330	10230	11624	10993	10971
340	10958	11788	11336	11346
350	11330	12131	11727	11728
360	11453	12722	12098	12117
