"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
981,951,"Green Point Pond",2710,"Core top",-30,1,9700,-30,-30,-10,10,0
981,951,"Green Point Pond",2711,"Radiocarbon, average of two or more dates",9283,57.5,9700,-30,9023,9543,260,1
981,951,"Green Point Pond",2711,"Radiocarbon, average of two or more dates",9283,57.5,9700,-30,9023,9543,260,1
