depth	min	max	median	mean
0.5	-64	73	-22	-14
1.5	-57	103	2	8
2.5	-51	145	25	31
3.5	-45	191	45	53
4.5	-41	247	65	75
5.5	-26	280	85	97
6.5	-9	295	108	119
7.5	3	314	132	140
8.5	12	341	155	161
9.5	19	373	177	183
10.5	38	397	199	204
11.5	61	408	222	225
12.5	78	419	245	247
13.5	91	434	270	268
14.5	104	453	294	289
15.5	131	470	315	310
16.5	167	479	335	332
17.5	199	490	357	353
18.5	223	504	381	374
19.5	242	523	405	396
21	320	555	462	450
23	371	722	535	537
27	499	1008	712	722
29	543	1121	817	820
31	634	1224	914	918
33	743	1278	1021	1018
37	1073	1486	1284	1278
41	1298	2029	1601	1618
47	1721	2760	2236	2241
55	2782	3580	3088	3114
61	3073	4886	3649	3728
65	3225	5576	4043	4132
