labID,	age,	error,	depth,	cc
Core top,	-52,	1,	0,	0
CAMS-125242,	1385,	35,	67,	1
CAMS-101690,	2830,	80,	128,	1
CAMS-114121,	3885,	70,	237,	1
CAMS-114859,	4600,	100,	264,	1
CAMS-114860,	5455,	90,	289,	1
CAMS-114861,	5940,	90,	312,	1
CAMS-101691,	7495,	90,	336,	1
CAMS-114122,	8050,	70,	404,	1
CAMS-114123,	8200,	80,	601,	1
CAMS-101692,	9755,	80,	769,	1
