depth	min	max	median	mean
5	-44	200	28	43
20	34	768	302	330
41	296	1117	762	746
50	539	1230	938	923
60	750	1322	1146	1116
70	1215	1557	1369	1377
80	1355	2052	1621	1642
85	1395	2246	1761	1777
90	1425	2529	1884	1911
95	1585	2590	2033	2050
100	1672	2676	2196	2189
105	1735	2837	2345	2327
111	2060	2886	2499	2491
115	2203	2936	2610	2600
120	2318	3049	2752	2736
125	2487	3104	2838	2835
130	2579	3192	2935	2935
135	2656	3377	3026	3034
139	2724	3426	3080	3087
145	2808	3544	3159	3166
150	2851	3675	3221	3231
151	2870	3687	3234	3245
154	2912	3717	3274	3284
160	2973	3806	3354	3363
164	3004	3885	3405	3415
171	3098	3965	3499	3507
182	3206	4125	3650	3654
190	3315	4213	3762	3762
210	3561	4491	4034	4027
220	3758	4595	4162	4161
230	3993	4714	4292	4306
240	4183	4851	4431	4460
245	4337	4970	4610	4623
250	4418	5153	4787	4785
255	4469	5422	4950	4948
260	4798	5496	5141	5141
265	4969	5627	5354	5334
270	5065	5978	5531	5526
275	5363	6054	5709	5707
280	5581	6167	5893	5888
285	5716	6366	6083	6068
290	5961	6458	6231	6216
300	6116	6934	6506	6511
310	6511	7125	6777	6792
320	6917	7586	7267	7265
330	7147	8294	7991	7930
340	7351	8399	8125	8078
350	7504	8550	8242	8199
360	7641	8659	8329	8294
370	7763	8736	8418	8387
385	7962	8862	8551	8527
400	8139	8978	8675	8663
430	8334	9250	8854	8849
450	8452	9424	8958	8964
476	8595	9638	9098	9110
488	8660	9734	9166	9178
500	8718	9829	9234	9245
515	8797	9953	9317	9330
530	8867	10070	9403	9414
544	8939	10192	9487	9492
560	9013	10318	9585	9583
586	9159	10530	9748	9730
600	9230	10656	9833	9808
620	9403	10879	10008	10006
630	9462	11003	10104	10109
640	9551	11118	10197	10212
648	9623	11226	10274	10295
710	10221	11945	10858	10925
771	10996	12617	11483	11586
