labID,	age,	error,	depth,	cc
Core top,	-45,	1,	0,	0
Lead-210,	0,	5,	4,	0
Lead-210,	50,	5,	12.5,	0
Beta-110295,	480,	40,	31,	1
Beta-110296,	960,	40,	51,	1
Beta-110297,	1590,	40,	71,	1
