labid,age,error,depth,cc
Core top,-30,32,0,0
Ambrosia rise,100,20,113.5,0
GX-8783,3855,145,520,1
GX-8784,5735,145,747.5,1
NSRL-11057,7020,55,900.5,1
NSRL-11054,9500,65,1000.5,1
