labid,age,error,depth,cc
Biostratigraphic_ pollen,9300,250,745,0
Biostratigraphic_ pollen,10080,250,845,0
Biostratigraphic_ pollen,11580,250,1065,0
Biostratigraphic_ pollen,12800,250,1215,0
