depth	min	max	median	mean
0.3	-22	-16	-19	-19
0.8	-17	-8	-12	-12
1.3	-12	1	-5	-5
1.8	-7	9	1	1
2.3	-3	18	8	8
2.8	2	27	15	15
3.3	7	36	22	22
3.8	11	45	29	28
4.3	15	54	35	35
4.8	20	63	42	42
5.3	24	72	49	49
5.8	29	81	56	55
6.3	33	90	62	62
6.8	38	99	69	69
7.3	42	108	76	76
7.8	47	116	83	83
8.3	51	125	89	89
8.8	56	134	96	96
9.3	60	143	103	103
9.8	65	152	110	110
10.3	69	161	117	116
10.8	74	170	123	123
11.3	78	179	130	130
11.8	82	188	137	137
12.3	87	197	144	143
12.8	91	206	150	150
13.3	96	215	157	157
13.8	100	224	164	164
14.3	105	233	171	170
14.8	109	242	178	177
15.3	114	251	184	184
15.8	118	260	191	191
16.3	123	269	198	198
16.8	127	278	205	204
17.3	131	286	211	211
17.8	136	295	218	218
18.3	140	304	225	225
18.8	145	313	232	231
19.3	149	322	238	238
19.8	154	331	245	245
20.3	161	339	252	252
20.8	168	345	259	258
21.3	175	351	265	265
21.8	181	359	272	272
22.3	187	366	279	278
25.8	218	430	325	325
30.3	242	538	384	385
35.8	264	678	456	458
40.3	284	794	515	519
40.8	297	797	522	526
42.8	347	811	551	556
45.3	406	831	587	594
45.8	416	835	594	601
47.8	455	851	624	631
49.8	488	871	653	661
65.3	660	1252	906	921
