depth	min	max	median	mean
0	98	1279	848	789
10	1143	1450	1272	1278
20	1288	2465	1709	1767
30	2891	3318	3118	3116
40	3692	5094	4499	4464
50	4058	5379	4834	4806
70	4852	6019	5500	5485
80	5149	6275	5860	5822
90	5985	6461	6236	6228
100	6155	7321	6591	6634
110	6448	7654	7047	7044
120	6581	8284	7459	7454
130	7303	8380	7847	7846
140	7703	8634	8264	8239
150	8188	8770	8480	8480
160	8361	9156	8702	8721
170	8511	9274	8864	8873
180	8591	9514	9016	9024
190	8806	9630	9159	9174
200	8928	9806	9314	9323
220	9245	9966	9467	9496
240	9451	10527	9808	9858
