labid,age,error,depth,cc
Tephra,1250,50,10,0
GSC-3176,2980,50,30,1
GSC-3171,5450,70,90,1
GSC-3169,7720,90,150,1
GSC-3333,9400,130,200,1
GSC-3383,8400,80,220,1
GSC-3097,8630,160,230,1
