depth	min	max	median	mean
0	-44	-38	-41	-41
10	-33	264	45	64
20	-25	570	130	168
30	25	695	240	272
40	51	900	343	376
50	126	1006	452	482
60	167	1180	556	587
70	251	1264	662	690
80	300	1399	770	793
90	395	1490	877	896
100	453	1637	984	1000
110	545	1724	1090	1102
120	607	1854	1197	1204
130	718	1940	1302	1307
140	784	2071	1409	1411
150	899	2146	1516	1515
160	979	2250	1621	1618
170	1100	2318	1727	1721
185	1244	2448	1884	1876
195	1350	2537	1992	1982
205	1467	2631	2099	2086
215	1574	2707	2207	2188
225	1699	2787	2310	2292
235	1813	2860	2417	2396
245	1948	2941	2518	2500
255	2078	3002	2626	2604
270	2319	3102	2774	2757
280	2435	3182	2877	2859
290	2693	3226	2970	2966
301	2868	3317	3089	3089
311	3004	3473	3240	3241
320	3058	3776	3363	3377
330	3184	3994	3541	3555
338	3235	4302	3672	3698
350	3392	4535	3897	3913
360	3474	4796	4077	4093
370	3652	4916	4261	4268
380	3749	5120	4445	4442
390	3977	5213	4627	4622
400	4114	5386	4816	4801
407	4352	5433	4934	4925
413	4489	5493	5044	5031
415	4528	5524	5082	5067
418	4573	5579	5141	5120
422	4683	5647	5216	5194
437	4974	5990	5492	5483
