labid,age,error,depth,cc
Core top,-53,55,0,0
Beta207504,2140,60,13.5,1
SNU-04-417,2770,50,27,1
SNU-4-272,4520,60,86.5,1
SNU-03721,5480,40,112,1
SNU-09-528,6970,80,205,1
