depth	min	max	median	mean
1	-46	-37	-42	-42
3	-45	-24	-36	-36
5	-44	-10	-31	-30
7	-36	-7	-24	-24
9	-32	-2	-18	-18
11	-21	6	-9	-9
13	-13	22	4	4
15	-10	46	15	16
17	14	51	31	32
19	29	63	48	47
21	50	114	75	77
23	60	225	112	121
25	66	340	150	165
27	93	368	205	209
29	109	413	258	253
33	163	511	338	333
35	177	589	372	372
37	210	627	410	410
39	234	684	447	447
41	262	736	482	485
43	294	779	516	521
45	314	834	551	558
47	366	870	590	596
49	400	915	629	634
51	442	963	664	672
53	482	1005	700	709
55	514	1069	736	746
61	685	1220	895	897
63	730	1319	979	989
65	759	1500	1065	1081
67	846	1554	1167	1176
69	896	1643	1269	1270
71	989	1743	1364	1366
73	1093	1795	1470	1464
75	1154	1898	1574	1561
77	1362	1941	1662	1660
79	1503	2015	1759	1759
81	1624	2108	1857	1859
