labID,	age,	error,	depth,	cc
Core top,	-45,	1,	0,	0
Lead-210,	-10,	5,	11,	0
Lead-210,	50,	5,	19,	0
Beta-96610,	300,	80,	31,	1
Beta-93311,	750,	80,	59,	1
Beta-93312,	1950,	70,	81,	1
