labID,	age,	error,	depth,	cc
Core top,	-30,	1,	0,	0
Radiocarbon_ reservoir correction,	155,	70,	50.5,	1
Radiocarbon_ reservoir correction,	365,	160,	75,	1
Radiocarbon_ reservoir correction,	2425,	160,	185,	1
