labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
QU-515,	970,	110,	70,	1
QU-516,	2200,	90,	200,	1
I-8834,	4350,	95,	247,	1
I-8835,	4445,	155,	302.5,	1
I-8836,	5570,	145,	352.5,	1
I-8837,	6345,	380,	422.5,	1
I-8838,	8715,	215,	462.5,	1
I-8839,	11100,	230,	510,	1
I-8840,	11170,	230,	546.5,	1
I-8841,	11400,	340,	570,	1
