labid,age,error,depth,cc
Core top,0,20,1280,0
Pre-EuroAmerican settlement horizon,81,50,1300,0
WIS-1232,1890,70,1380,1
WIS-1231,3960,70,1522.5,1
WIS-1234,5530,90,1592.5,1
WIS-1235,7780,90,1665,1
WIS-1237,10660,110,1792.5,1
