depth	min	max	median	mean
0	-65	-55	-59	-59
10	-52	-42	-47	-47
20	-37	-22	-28	-29
40	50	77	71	69
60	115	343	211	212
70	163	418	291	284
80	233	514	375	378
100	503	638	553	567
120	684	874	770	771
135	754	983	850	855
150	807	1084	928	933
166	876	1177	1010	1014
180	935	1256	1080	1084
190	985	1309	1133	1136
200	1028	1362	1184	1187
208	1066	1397	1224	1227
220	1127	1453	1283	1287
231	1191	1502	1338	1344
250	1334	1590	1445	1465
259	1371	1645	1496	1505
270	1409	1722	1556	1552
280	1444	1787	1608	1594
290	1483	1852	1672	1639
306	1582	2010	1795	1794
310	1613	2053	1834	1834
320	1716	2146	1941	1939
332	1852	2238	2064	2059
350	2082	2375	2246	2238
367	2409	2662	2560	2552
383	2535	2788	2676	2670
400	2723	3131	2872	2888
410	2829	3319	3060	3063
428	3210	3529	3380	3377
