"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
2955,2858,"Wilcox Pass",7455,"Core top",-30,0,10870,0,-30,0,15,0
2955,2858,"Wilcox Pass",7456,"Radiocarbon",540,20,10870,0,440,640,100,1
2955,2858,"Wilcox Pass",7457,"Tephra",6850,174,10870,0,6700,7000,150,0
