labid,age,error,depth,cc
Beta-50945,2290,60,85,1
CAMS-12816,1550,60,97.5,1
Beta-50946,3330,50,147.5,1
Beta-50947,5190,70,215,1
CAMS-11705,3880,60,230,1
CAMS-12590,4910,60,255,1
Beta-48235,9180,80,295,1
CAMS-11703,7010,70,312.5,1
CAMS-12817,7860,60,330,1
Beta-50948,11330,130,355,1
Beta-50949,10960,90,405,1
Beta-48236,11200,100,435,1
Core top,-40,42,0,0
