"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
852,826,"Fresh Pond",2386,"Core top",-38,0,13020,-40,-38,0,19,0
852,826,"Fresh Pond",2388,"Radiocarbon",2970,200,13020,-40,2810,3130,160,1
852,826,"Fresh Pond",2389,"Radiocarbon",6270,268,13020,-40,6110,6430,160,1
852,826,"Fresh Pond",2390,"Radiocarbon",8600,300,13020,-40,8360,8840,240,1
852,826,"Fresh Pond",2391,"Radiocarbon",9570,367,13020,-40,9370,9770,200,1
852,826,"Fresh Pond",2392,"Radiocarbon",12400,408,13020,-40,12180,12620,220,1
