depth	min	max	median	mean
35	22	500	66	99
43	49	606	91	131
45	57	627	97	139
47	63	649	103	146
53	92	709	121	169
53.00002	94	709	123	171
57	103	710	139	185
63	146	851	229	276
71	229	1025	348	395
81	336	1242	495	544
85	376	1339	552	602
95	477	1551	693	748
99	520	1638	750	806
101	540	1683	780	835
107	613	1814	866	923
115	716	1970	981	1040
125	847	2173	1125	1187
129	900	2261	1182	1246
137	1005	2430	1294	1361
145	1130	2597	1406	1478
159	1355	2884	1601	1683
167	1486	3046	1710	1799
173	1616	3192	1789	1887
185	1812	3435	1991	2097
