labid,age,error,depth,cc
Core top,-53,55,0,0
CAMS112143,1895,45,31,1
CAMS113763,2880,60,53.5,1
CAMS122363,3360,35,70,1
CAMS116228,4590,50,112,1
CAMS112144,4920,70,116,1
CAMS116229,5660,120,133,1
