depth	min	max	median	mean
0	-40	-34	-37	-37
7	-10	98	37	42
14	17	233	111	122
21	64	359	191	206
28	202	448	312	325
35	283	548	448	444
42	369	649	548	548
49	502	695	619	617
56	581	781	687	686
63	637	852	738	740
70	691	871	773	775
77	716	905	810	810
84	744	942	841	841
91	761	972	871	868
94	770	993	881	880
95	772	1001	885	884
103	791	1067	917	918
108	809	1106	940	944
112	816	1151	958	964
117	825	1210	979	989
122	837	1262	1001	1014
126	854	1285	1021	1034
140	890	1414	1088	1105
154	938	1512	1160	1177
