labid,age,error,depth,cc
Core top,0,20,0,0
I-6833,520,115,22.5,1
I-5961,890,90,50,1
I-6832,2140,125,182.5,1
I-6823,4035,105,332.5,1
I-6822,4860,105,452.5,1
Tephra,6850,150,600,0
I-6821,7645,340,702.5,1
I-5960,12350,190,863.5,1
