depth	min	max	median	mean
1	-35	65	8	11
7	-4	104	46	46
13	5	151	83	81
13.0000066666667	10	152	87	85
19	54	275	159	161
25	81	514	239	255
31	114	728	322	349
37	179	783	433	444
43	212	894	534	539
49	310	969	628	632
62	500	1114	835	828
72	749	1187	984	980
79	933	1265	1103	1103
88	1027	1596	1262	1275
98	1141	1873	1466	1478
105	1185	2153	1599	1621
111	1319	2249	1738	1752
116	1389	2363	1852	1860
121	1458	2507	1960	1969
126	1576	2560	2080	2076
131	1633	2630	2205	2184
136	1734	2749	2311	2292
144	2019	2816	2484	2468
154	2381	2965	2710	2696
161	2678	3078	2855	2865
171	2871	3330	3096	3096
181	2998	3612	3330	3321
191	3358	3734	3537	3539
197	3451	3880	3651	3656
202	3501	3998	3725	3731
230	3760	4592	4146	4153
246	3971	4802	4398	4393
260	4198	4987	4616	4608
268	4322	5094	4752	4735
276	4520	5173	4853	4854
286	4669	5286	4980	4994
