depth	min	max	median	mean
50	22	89	54	54
61	48	111	76	77
65	59	118	84	85
69	69	129	94	96
69.00002	73	132	97	98
71	79	141	105	106
77	107	362	183	197
83	164	480	292	301
89	245	584	402	406
93	304	657	476	477
101	460	776	614	613
103	511	812	647	648
107	593	880	712	719
109	633	911	749	756
113	684	1027	819	830
119	750	1184	929	938
125	821	1324	1037	1046
131	900	1460	1149	1156
141	1053	1669	1331	1338
153	1261	1894	1552	1560
157	1334	1968	1627	1633
165	1477	2139	1773	1785
171	1572	2319	1893	1906
173	1601	2370	1932	1947
189	1836	2789	2248	2267
