labid,age,error,depth,cc
Core top,0,40,0,0
CAMS-18046,2730,40,7,1
TO-3029,4260,60,28.5,1
CAMS-18044,5130,80,51,1
TO-3030,5570,70,70,1
CAMS-18048,5200,60,71,1
CAMS-18370,6070,160,101,1
TO-3031,7580,80,111.5,1
