labid,age,error,depth,cc
Core top,-33,1,0,0
BETA-16579,4860,140,80,1
BETA-16580,6760,130,170,1
BETA-16581,7020,250,260,1
GSC-3773,9780,110,320,1
GSC-3760,11100,220,340,1
