depth	min	max	median	mean
0	-42	-36	-39	-39
30	222	1850	872	913
60	928	2552	1945	1889
90	2398	3191	2786	2792
120	2898	4131	3666	3620
150	3601	4460	4150	4121
180	3815	4782	4355	4343
210	4060	5037	4572	4567
225	4176	5167	4680	4678
270	4540	5509	5011	5016
300	4776	5758	5226	5242
320	4958	5922	5379	5393
340	5183	6077	5511	5544
360	5392	6308	5712	5750
380	5559	6764	6043	6077
400	5771	7139	6386	6404
420	6006	7471	6704	6710
440	6290	7763	7032	7026
460	6611	8022	7347	7334
480	6975	8278	7673	7655
500	7408	8549	7972	7968
520	7864	8937	8299	8317
540	8069	9750	8658	8728
560	8315	10411	9067	9144
580	8542	11046	9467	9542
592	8721	11396	9720	9791
