"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
17880,11805,"Lost Swamp",38221,"Radiocarbon",1620,37.5,15650,-40,1550,1690,70,1
17880,11805,"Lost Swamp",38222,"Radiocarbon",6980,99.5,15650,-40,6900,7060,80,1
17880,11805,"Lost Swamp",38223,"Radiocarbon",8720,199.5,15650,-40,8610,8830,110,1
17880,11805,"Lost Swamp",38224,"Radiocarbon",12980,471,15650,-40,12830,13130,150,1
17880,11805,"Lost Swamp",38225,"Core top",-40,0,15650,-40,-42,-38,2,0
