depth	min	max	median	mean
0.5	426	1054	700	704
4.5	572	1128	777	786
9.5	742	1263	916	931
14.5	841	1570	1099	1127
19.5	966	1850	1314	1340
24.5	1110	2090	1531	1551
27.5	1220	2195	1667	1679
34.5	1463	2482	1986	1982
39.5	1680	2642	2205	2192
44.5	1910	2792	2421	2401
49.5	2193	2947	2633	2612
55.5	2677	3168	2880	2894
59.5	2823	3682	3127	3161
65.5	3070	4181	3562	3581
69.5	3271	4398	3866	3858
74.5	3648	4635	4228	4202
79.5	4249	4812	4551	4557
84.5	4489	5535	4900	4929
89.5	4710	6023	5280	5302
94.5	4966	6396	5679	5680
99.5	5288	6699	6080	6057
104.5	5692	6944	6462	6425
109.5	6258	7148	6832	6797
114.5	6587	7488	7125	7107
119.5	6736	7971	7348	7353
124.5	6868	8368	7565	7586
129.5	6987	8714	7786	7820
134.5	7094	8963	7963	7994
139.5	7202	9141	8096	8131
