labID,	age,	error,	depth,	cc
Lead-210,	-33,	1,	0.2,	0
Lead-210,	-30,	1,	1.25,	0
Lead-210,	-25,	1,	2.75,	0
Lead-210,	-20,	1,	4.25,	0
Lead-210,	-15,	1,	5.25,	0
Lead-210,	-11,	1,	6.25,	0
Lead-210,	0,	1,	8.25,	0
Lead-210,	7,	1,	9.25,	0
Lead-210,	21,	1,	11.25,	0
Lead-210,	28,	1,	12.75,	0
Lead-210,	39,	1,	14.75,	0
Lead-210,	53,	1,	17.25,	0
Lead-210,	68,	1,	19.75,	0
Lead-210,	85,	1,	22.75,	0
