labid,age,error,depth,cc
Core top,0,20,2,0
Biostratigraphic_ pollen,150,50,10,0
Biostratigraphic_ pollen,3020,200,140,0
Biostratigraphic_ pollen,5120,220,232,0
Biostratigraphic_ pollen,6580,240,365,0
Biostratigraphic_ pollen,9460,220,525,0
Biostratigraphic_ pollen,11300,300,595,0
Biostratigraphic_ pollen,12600,400,625,0
