labid,age,error,depth,cc
Core top,-35,37,1296,0
Salsola rise,60,20,1340,0
CAMS-6821,460,60,1432,1
CAMS-14337,830,60,1515.8,1
CAMS-14338,1080,50,1564.5,1
CAMS-6822,2300,60,1666.4,1
CAMS-15294,4590,60,1793.5,1
CAMS-6823,5420,60,1886,1
CAMS-6824,5410,70,1888,1
CAMS-15295,6310,70,1986.7,1
CAMS-6825,6610,90,2157.4,1
CAMS-9156,7300,80,2224.5,1
CAMS-6826,9530,130,2308.4,1
CAMS-6827,10780,100,2356.5,1
CAMS-6828,11770,80,2418,1
CAMS-6829,11830,80,2442.5,1
