labid,age,error,depth,cc
Core top,-35,37,0,0
GSC-4394,2920,90,260.5,1
GSC-4388,4850,70,410,1
Beta-66127,6540,120,509.5,1
GSC-4382,7050,100,550,1
GSC-4573,9220,90,657,1
GSC-4274,11300,190,751,1
GSC-4267,12100,120,817.5,1
GSC-4328,13400,160,830,1
