depth	min	max	median	mean
0	-131	151	3	5
10	-27	659	210	239
20	15	1283	409	474
30	162	1485	666	706
40	236	1844	902	937
50	459	1999	1153	1173
60	581	2271	1397	1408
70	885	2431	1636	1647
80	1054	2688	1891	1887
100	1725	3040	2338	2353
110	1990	3376	2673	2673
120	2116	3990	2968	2994
130	2456	4190	3314	3317
140	2629	4570	3659	3641
150	3130	4702	3984	3964
160	3395	4967	4327	4288
170	3799	5067	4540	4517
180	4041	5279	4767	4747
200	4341	5510	4994	4975
210	4561	5603	5101	5090
220	4698	5738	5212	5206
230	4907	5870	5357	5354
235	4956	5967	5429	5428
240	4998	6103	5493	5502
245	5080	6225	5592	5602
250	5132	6401	5682	5703
255	5173	6631	5770	5804
