labID,	age,	error,	depth,	cc
Core top,	-45,	1,	0,	0
Lead-210,	-10,	5,	4,	0
Lead-210,	50,	5,	11,	0
Beta-129850,	400,	50,	27,	1
Beta-129849,	930,	50,	39,	1
Beta-129848,	1700,	50,	51,	1
Beta-90034,	2090,	60,	66,	1
