depth	min	max	median	mean
1	-40	-34	-37	-37
3	-29	-15	-20	-21
5	-19	5	-4	-5
7	-8	25	12	11
9	2	44	29	27
11	33	64	50	50
13	44	127	75	78
15	47	200	99	106
17	50	275	124	134
19	51	349	148	163
21	100	396	198	212
23	177	425	276	283
25	245	464	359	354
27	296	530	440	424
29	327	640	509	495
31	388	715	573	564
33	485	758	636	630
35	570	810	698	696
37	642	875	764	762
39	691	957	829	828
41	791	1065	932	931
43	943	1186	1070	1069
45	1079	1323	1209	1207
47	1197	1468	1349	1345
49	1307	1624	1486	1484
51	1406	1725	1582	1583
53	1474	1785	1644	1642
55	1521	1867	1705	1702
57	1549	1965	1764	1761
59	1566	2077	1823	1821
61	1627	2151	1877	1877
63	1712	2185	1928	1931
65	1755	2237	1985	1984
67	1788	2302	2040	2037
