labID,	age,	error,	depth,	cc
Core top,	-46,	1,	0,	0
OS-15679,	540,	30,	81,	1
OS-15680,	885,	35,	161,	1
OS-15681,	1150,	25,	211,	1
OS-17242,	1230,	30,	229,	1
OS-15689,	1530,	70,	297,	1
OS-17241,	2400,	85,	392,	1
