labid,age,error,depth,cc
Core top,-45,47,0,0
Tephra,6000,10,410,0
Cams-56316,820,50,52.5,1
Cams-56363,940,60,78,1
Cams-56368,1210,50,78,1
Cams-29561,1840,60,105,1
Cams-29562,2880,60,204.5,1
Cams-56309,4050,40,292,1
Cams-56313,4810,90,383,1
Cams-56310,5150,50,383,1
Cams-56313,5520,120,409,1
Cams-56312,5740,50,409,1
Cams-56315,6410,200,439,1
Cams-56314,6670,50,439,1
Cams-29559,7420,60,452.5,1
Cams-22020,8670,60,480,1
Cams-31082,9780,90,543,1
