depth	min	max	median	mean
1.5	-66	-30	-41	-43
15.5	-25	-15	-21	-21
39.5	5	26	14	14
43.5	12	41	25	25
47.5	20	59	37	38
51.5	29	86	52	53
55.5	39	112	68	70
59.5	51	142	87	89
63.5	63	174	107	110
67.5	74	207	127	130
79.5	113	293	185	190
97.5	176	412	275	281
101.5	189	439	295	300
135.5	318	653	465	470
149.5	376	734	536	540
