labID,	age,	error,	depth,	cc
Core top,	-45,	1,	0,	0
Sediment stratigraphic,	90,	20,	23,	0
AA-30945,	1130,	40,	70.5,	1
AA-30946,	2435,	60,	159.5,	1
AA-30947,	3145,	45,	241,	1
Beta120001,	4160,	70,	338,	1
