labid,age,error,depth,cc
Core top,0,20,0,0
Biostratigraphic_ pollen,100,20,40,0
WIS-825,390,55,65,1
WIS-827,995,55,125,1
WIS-829,2745,60,255,1
WIS-828,3240,65,330,1
WIS-834,5205,70,455,1
WIS-833,6210,70,583,1
WIS-830,7730,80,745,1
WIS-832,9075,90,935,1
Radiocarbon_ reservoir correction,10800,500,1045,1
Radiocarbon_ reservoir correction,12990,500,1115,1
