labid,age,error,depth,cc
Core top,-60,3,0,0
Pre-EuroAmerican settlement horizon,43,50,17.5,0
Beta-325788,640,30,65,1
Beta-325789,1510,30,137,1
Beta-325790,1860,30,151,1
Beta-325791,3200,30,270,1
