"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
805,785,"Lake Erie",2211,"Core top",-19,0,13030,-20,-19,-9,5,0
805,785,"Lake Erie",2213,"Radiocarbon",5750,157.5,13030,-20,5390,6110,360,1
805,785,"Lake Erie",2214,"Radiocarbon",11140,335,13030,-20,10820,11460,320,1
805,785,"Lake Erie",2215,"Radiocarbon",12650,355,13030,-20,12310,12990,340,1
