labid,age,error,depth,cc
Core top,0,40,525,0
WIS-1395,6500,80,1027.5,1
WIS-1396,7150,80,1072.5,1
WIS-1398,8420,90,1207.5,1
WIS-1328,10150,100,1243.5,1
WIS-1379,10850,100,1256.5,1
WIS-1327,11110,100,1268.5,1
