"labid","age","error","depth","cc"
104157,-50,1,0,0
104149,2030,30,48.5,1
104150,2810,45,73,1
104151,4580,50,95,1
104152,4610,40,157.5,1
104153,6030,95,183,1
104154,7480,50,205,1
104155,7380,40,212,1
104156,8040,60,243,1
