labID,	age,	error,	depth,	cc
Tephra,	468,	1,	50.9,	0
Beta-157960,	1590,	50,	95.25,	1
CAMS-95388,	2530,	45,	171.5,	1
CAMS-85222,	3010,	60,	199.5,	1
CAMS-85223,	5195,	40,	326.5,	1
Tephra,	7627,	150,	377,	0
