labid,age,error,depth,cc
CAMS29159,5280,60,144.5,1
CAMS29160,1960,60,212.5,1
CAMS29161,4270,50,283.5,1
CAMS18372,8540,60,535,1
CAMS2622,9320,80,604,1
CAMS26227,10180,60,710.5,1
CAMS26228,11410,60,806.5,1
CAMS18371,12050,70,875,1
CAMS26229,12280,60,953,1
BETA61560,12070,490,1040,1
CAMS2912,14100,60,1197.5,1
CAMS30330,13440,90,1204.5,1
