labid,age,error,depth,cc
Core top,-51,5,0,0
OS-46514,1530,60,208,1
OS-510447526,2340,55,287,1
CAMS-102236,2460,60,369,1
OS-46523,3150,70,480,1
CAMS-102237,4320,90,697,1
CAMS-102238,6640,45,1003,1
CAMS-94183,8500,45,1199,1
