labid,age,error,depth,cc
Core top,-46,1,0,0
European settlement horizon,210,20,17,0
Beta-104757,640,50,24.25,1
Beta-104758,1250,50,38.25,1
Beta-104759,2700,40,55.25,1
Tsuga decline,4750,50,62,0
Beta-104760,5250,40,75.25,1
Beta-104761,6130,50,87.25,1
Beta-89920,8510,80,112,1
