depth	min	max	median	mean
5	-44	48	-24	-18
8	-38	75	-7	0
10	-35	107	3	11
13.5	-25	136	22	31
17	-13	168	42	51
17.00002	-13	168	42	51
20	-5	190	59	68
25	577	833	699	703
30	677	1133	874	881
35	812	1252	1061	1053
40	1115	1486	1302	1300
45	1326	2374	1673	1740
50	1593	2680	2223	2189
55	2435	2861	2683	2677
58	3426	3950	3770	3750
60	3899	4797	4503	4464
64	4730	5462	4982	5017
67	4911	5889	5310	5334
70	5012	6066	5628	5604
72	5411	6101	5787	5775
80	6050	6876	6422	6430
84	6396	7033	6760	6749
90	6948	7745	7256	7280
94	7151	8371	7659	7693
100	7510	9080	8269	8279
104	7887	9320	8727	8689
112	9159	9846	9497	9492
