depth	min	max	median	mean
0	-46	-40	-43	-43
0.5	-43	-17	-34	-33
1	-43	10	-24	-23
1.5	-42	36	-15	-12
2	-42	63	-6	-2
2.5	-41	89	3	8
3	-41	115	12	18
3.5	-40	142	22	29
4	-40	168	31	39
4.5	-40	194	40	49
5	-39	221	49	59
6	-8	231	77	86
7	10	247	108	113
8	24	272	138	140
9	36	314	165	167
10	45	367	190	194
11.5	107	415	259	259
13	130	495	328	324
15	152	647	415	411
16.5	272	655	471	470
18	370	667	531	529
20	440	719	620	609
21.5	570	956	727	739
23	592	1275	836	868
25	611	1723	980	1041
26.5	709	1760	1132	1169
28	744	1802	1312	1296
30	783	1941	1515	1466
31.5	1108	1956	1624	1594
33	1419	1976	1734	1721
35	1677	2067	1899	1892
40	1829	2378	2036	2054
45	1909	2550	2163	2182
50	1982	2693	2298	2308
60	2182	2922	2569	2565
75	2699	3187	2956	2951
85	2902	3543	3161	3176
93	3007	3795	3317	3339
