"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",234,231,"Barrett Lake",312,"Core top",0,0,-30,30,30,0
"2",234,231,"Barrett Lake",313,"Radiocarbon",695,27.5,525,865,170,1
"3",234,231,"Barrett Lake",314,"Radiocarbon",1110,46.5,930,1290,180,1
"4",234,231,"Barrett Lake",315,"Radiocarbon",3930,87.5,3750,4110,180,1
"5",234,231,"Barrett Lake",316,"Radiocarbon",8020,130,7640,8400,380,1
"6",234,231,"Barrett Lake",317,"Radiocarbon",11730,188,10870,12590,860,1
