labid,age,error,depth,cc
Core top,0,30,0,0
Biostratigraphic_ pollen,300,50,30,0
SI-2687,1480,65,173.5,1
SI-2853,2925,70,274,1
SI-2854,3345,75,396,1
SI-2688,3830,75,554,1
SI-2855,4990,80,742,1
SI-2689,5730,75,904,1
SI-2856,7535,105,1004,1
SI-2857,9710,155,1125,1
SI-2710B,10745,195,1264,1
