depth	min	max	median	mean
0	3131	5112	4389	4317
20	3811	5341	4787	4729
40	4688	5537	5129	5123
60	5039	6282	5619	5633
80	5568	6668	6165	6148
100	6228	7478	6773	6798
120	6644	8144	7408	7404
140	7442	8561	8024	8016
180	8048	9935	8846	8889
200	8372	10500	9280	9320
220	8629	11135	9672	9724
240	8878	11750	10062	10128
260	9154	12284	10453	10526
280	9459	12805	10853	10928
300	9760	13337	11260	11333
320	10047	13837	11654	11732
360	10652	14831	12464	12545
380	10981	15400	12867	12954
400	11266	15914	13275	13353
