depth	min	max	median	mean
37	-13	99	43	42
42.5	-9	111	57	55
43	-9	113	58	56
43.0000066666667	40	131	90	89
49	94	179	135	136
63	143	474	272	283
75	283	529	417	407
80.5	315	569	455	446
89	338	639	502	490
101	385	705	559	552
113	443	766	620	615
145	672	886	783	782
161	757	954	856	857
176	808	1038	916	918
208.5	949	1229	1055	1062
