labid,age,error,depth,cc
Core top,-49,1,0,0
Ambrosia rise,55,15,160,0
OS-21487,855,25,221.5,1
OS-21670,4100,45,387.5,1
OS-21671,4470,45,573.5,1
OS-25826,4590,55,687.5,1
Tsuga decline,5400,100,730,0
OS-21664,6130,55,777,1
OS-21665,6430,65,833.5,1
OS-25827,6540,45,901,1
OS-21667,7080,60,993,1
B-106834,8800,40,1249,1
Biostratigraphic_ pollen,10500,100,2069,0
